episode,reward,epsilon,Max Future Q-value,Action,State 
5409,-301,0.30505331630821547,-2.4162725503929066,Daignose for ArterialpH level,Non ideal heartRate
5410,23,0.30499230564495383,-0.13738278588934083,Daignose for ArterialpH level,Non ideal ArterialpH level
5411,-475,0.30493130718382483,-0.897237065227527, , 
5412,24,0.3048703209223881,2.0613334967812498,Daignose for heartRate,Non ideal Maintain heartRate
5413,20,0.3048093468582036,2.356548807630653,Daignose for SpO2 and FiO2,Non ideal ArterialpH level
5414,22,0.30474838498883194,-2.2351384182362066,Daignose for heartRate,Non ideal Maintain heartRate
5415,-15,0.3046874353118342,-0.21592621733758754,Daignose for SpO2 and FiO2,Non ideal heartRate
5416,-300,0.3046264978247718,-0.8652316687928217,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5417,4,0.30456557252520683,-0.17546816518147157,Daignose for heartRate,Non ideal Maintain heartRate
5418,-67,0.3045046594107018,-0.24309030449091917,Daignose for heartRate,Non ideal Maintain heartRate
5419,7,0.30444375847881966,-0.7836954943148919,Daignose for ArterialpH level,Non ideal ArterialpH level
5420,-42,0.3043828697271239,-0.5669204422599856,Daignose for ArterialpH level,Non ideal ArterialpH level
5421,-11,0.3043219931531785,-0.2599520518369356,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5422,-498,0.30426112875454786,-1.407925329398961, , 
5423,-200,0.30420027652879694,-1.7917250191324705,Daignose for ArterialpH level,Non ideal ArterialpH level
5424,-49,0.3041394364734912,-2.364628281172404,Daignose for heartRate,Non ideal ArterialpH level
5425,-200,0.3040786085861965,-1.2935250835404617,Daignose for ArterialpH level,Non ideal ArterialpH level
5426,-314,0.3040177928644793,-1.6254122633152916, , 
5427,19,0.30395698930590637,-0.6909190122359785,Daignose for heartRate,Non ideal Maintain heartRate
5428,-29,0.3038961979080452,-0.3097163749336138, , 
5429,12,0.3038354186684636,-1.612847306552525,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5430,-6,0.3037746515847299,-0.5912932714386763,Daignose for heartRate,Non ideal Maintain heartRate
5431,-5,0.30371389665441295,1.3004936860787097,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5432,-344,0.30365315387508207,-0.6048914186511372,Daignose for ArterialpH level, 
5433,25,0.3035924232443071,-1.612847306552525, , 
5434,25,0.30353170475965824,-0.8664646168781411,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5435,4,0.30347099841870634,-0.05623910771267138,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5436,24,0.3034103042190226,-0.5457354145771242, , 
5437,0,0.3033496221581788,-0.003039583477089991,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5438,14,0.30328895223374713,-0.3510478097152854,Daignose for ArterialpH level,Non ideal ArterialpH level
5439,20,0.3032282944433004,-0.8968587033552797, , 
5440,-56,0.30316764878441177,-1.0377097779055875, , 
5441,-370,0.3031070152546549,-0.01869828763504522,Daignose for heartRate,Non ideal Maintain heartRate
5442,-163,0.303046393851604,-0.5419406884445532,Daignose for heartRate,Non ideal SpO2 and FiO2
5443,-200,0.30298578457283365,8.192869215540211,Daignose for ArterialpH level,Non ideal ArterialpH level
5444,25,0.3029251874159191,-0.22249670888616535,Daignose for heartRate,Non ideal Maintain heartRate
5445,24,0.30286460237843593,-0.24908443561676474,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5446,-305,0.30280402945796026,-0.02322037834534285,Daignose for heartRate,Non ideal Maintain heartRate
5447,-7,0.3027434686520687,-0.532700938564747,Daignose for heartRate,Non ideal Maintain heartRate
5448,-200,0.3026829199583383,22.586860067787693, , 
5449,23,0.3026223833743466,-0.6904368172436972, , 
5450,9,0.30256185889767173,-0.7194486563708375,Daignose for ArterialpH level,Non ideal ArterialpH level
5451,-328,0.3025013465258922,-0.0392736722887026, , 
5452,-4,0.30244084625658707,-0.5669204422599856,Daignose for ArterialpH level,Non ideal ArterialpH level
5453,-200,0.30238035808733577,-2.7206896940370138,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5454,19,0.3023198820157183,-0.5419406884445532,Daignose for heartRate,Non ideal Maintain heartRate
5455,14,0.30225941803931516,-0.7851079575023423,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5456,-14,0.3021989661557073,0.871157731280708, , 
5457,-314,0.3021385263624762,-0.3991837047571529,Daignose for heartRate,Non ideal Maintain heartRate
5458,-200,0.3020780986572037,-3.0177600463105607, , 
5459,-5,0.3020176830374723,-2.0325967437757377,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5460,-85,0.3019572795008648,-0.1403697152901957, , 
5461,-46,0.3018968880449647,-2.993544815009155,Daignose for ArterialpH level,Non ideal ArterialpH level
5462,-44,0.3018365086673557,-1.6170609405273089, , 
5463,-200,0.3017761413656222,-3.1884953566236627,Daignose for ArterialpH level,Non ideal ArterialpH level
5464,-42,0.30171578613734906,-0.28846061604024875,Daignose for ArterialpH level,Non ideal ArterialpH level
5465,-45,0.3016554429801216,-2.2521008421968824,Daignose for heartRate,Non ideal Maintain heartRate
5466,-200,0.30159511189152555,-1.5467373487880578, , 
5467,-52,0.30153479286914725,-0.29597672959950483,Daignose for heartRate,Non ideal Maintain heartRate
5468,2,0.3014744859105734,2.066699098248898,Daignose for heartRate,Non ideal ArterialpH level
5469,-78,0.3014141910133913,-0.24309030449091917,Daignose for heartRate,Non ideal Maintain heartRate
5470,23,0.3013539081751886,-0.5457354145771242, , 
5471,-31,0.3012936373935536,-0.5493394688072217, , 
5472,-200,0.30123337866607486,-1.383082591722409,Daignose for heartRate,Non ideal SpO2 and FiO2
5473,23,0.3011731319903416,-1.0700463775951732, ,Non ideal SpO2 and FiO2
5474,1,0.3011128973639436,0.6933000972983034, ,Non ideal heartRate
5475,-22,0.3010526747844708,2.0197657009622887,Daignose for heartRate,Non ideal Maintain heartRate
5476,-33,0.3009924642495139,-1.6170609405273089, ,Non ideal SpO2 and FiO2
5477,7,0.30093226575666404,-0.722018180119286, ,Non ideal ArterialpH level
5478,10,0.30087207930351273,-0.5089904775687168, ,Non ideal ArterialpH level
5479,-12,0.300811904887652,-0.17552225021391532,Daignose for ArterialpH level,Non ideal ArterialpH level
5480,-7,0.3007517425066745,2.120287357539758,Daignose for ArterialpH level,Non ideal ArterialpH level
5481,16,0.3006915921581732,-0.011838615708896327, , 
5482,-200,0.3006314538397416,-1.3419621038349479,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5483,-21,0.30057132754897364,-0.9123735541112108,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5484,11,0.30051121328346386,-0.18735120231758629,Daignose for ArterialpH level, 
5485,-200,0.3004511110408072,-1.5209580164217176,Daignose for ArterialpH level,Non ideal heartRate
5486,-336,0.30039102081859903,-0.02322037834534285,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5487,17,0.3003309426144353,-0.6883069896808918,Daignose for ArterialpH level,Non ideal ArterialpH level
5488,-374,0.30027087642591244,-0.07048017324838263,Daignose for heartRate,Non ideal Maintain heartRate
5489,-200,0.3002108222506273,-2.4512454954493554, , 
5490,25,0.3001507800861772,-0.2644169665566274,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5491,-3,0.30009074993015994,-2.1571892254776124,Daignose for SpO2 and FiO2, 
5492,7,0.3000307317801739,-0.17552225021391532,Daignose for SpO2 and FiO2, 
5493,-200,0.2999707256338179,-2.44517860402403,Daignose for ArterialpH level,Non ideal ArterialpH level
5494,-443,0.29991073148869113,-0.13271245943745935, , 
5495,7,0.2998507493423934,-1.1136435203110207, , 
5496,-64,0.29979077919252495,-1.6170609405273089,Daignose for SpO2 and FiO2,Non ideal heartRate
5497,-316,0.29973082103668647,-0.38678932425775425,Daignose for ArterialpH level,Non ideal ArterialpH level
5498,21,0.2996708748724791,1.6254934277812332, , 
5499,-126,0.29961094069750466,-0.8968587033552797,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5500,12,0.29955101850936516,-1.454504727427385,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5501,-9,0.2994911083056633,-1.7188633917824951, , 
5502,19,0.29943121008400214,0.11671292643990938, , 
5503,-462,0.29937132384198534,-0.519139126901349,Daignose for ArterialpH level,Non ideal ArterialpH level
5504,-439,0.29931144957721695,-0.9796117553993797,Daignose for ArterialpH level,Non ideal ArterialpH level
5505,-200,0.2992515872873015,-2.243796992194001,Daignose for ArterialpH level,Non ideal ArterialpH level
5506,-28,0.299191736969844,-1.9254426227704573,Daignose for heartRate,Non ideal Maintain heartRate
5507,-432,0.29913189862245004,-0.19287691344473767,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5508,-19,0.2990720722427256,2.037769572517794,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5509,-29,0.29901225782827706,-0.22249670888616535,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5510,24,0.2989524553767114,-0.4485039261073869, , 
5511,-9,0.29889266488563604,-0.21592621733758754,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5512,-11,0.2988328863526589,-0.8223103010882422,Daignose for heartRate,Non ideal Maintain heartRate
5513,-6,0.2987731197753884,-0.5614794846780384,Daignose for heartRate,Non ideal Maintain heartRate
5514,-22,0.2987133651514333,1.1042970131527592,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5515,-393,0.29865362247840305,-0.21169787360536318, , 
5516,-19,0.2985938917539074,1.3482840258044597,Daignose for ArterialpH level,Non ideal ArterialpH level
5517,-10,0.2985341729755566,2.356548807630653,Daignose for ArterialpH level,Non ideal ArterialpH level
5518,5,0.2984744661409615,0.6933000972983034, , 
5519,-361,0.2984147712477333,-1.1264854942610656,Daignose for heartRate,Non ideal Maintain heartRate
5520,-351,0.2983550882934838,-1.956882531715236,Daignose for heartRate,Non ideal Maintain heartRate
5521,-32,0.2982954172758251,1.5669197909583903, , 
5522,-460,0.2982357581923699,-0.6799729095041803,Daignose for ArterialpH level,Non ideal ArterialpH level
5523,-61,0.29817611104073144,-0.736157562440221,Daignose for heartRate,Non ideal Maintain heartRate
5524,-200,0.2981164758185233,-2.383609404979538,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5525,0,0.2980568525233596,-1.3912952124178686,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5526,23,0.297997241152855,-1.0377097779055875,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5527,-200,0.2979376417046244,-1.649027820577389, , 
5528,25,0.2978780541762835,-0.9123735541112108, , 
5529,-200,0.29781847856544824,0.9733444173952648,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5530,-11,0.29775891486973516,-0.43580761938771584,Daignose for heartRate, 
5531,-364,0.2976993630867612,-1.6254122633152916,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5532,-200,0.29763982321414384,-1.5412578734031026,Daignose for ArterialpH level,Non ideal ArterialpH level
5533,-301,0.297580295249501,-1.48865733245368,Daignose for ArterialpH level,Non ideal ArterialpH level
5534,-51,0.2975207791904511,-0.2599520518369356, , 
5535,6,0.297461275034613,-0.6883069896808918, ,Non ideal heartRate
5536,-18,0.2974017827796061,-1.612847306552525,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5537,-319,0.2973423024230502,-1.9596709088213338,Daignose for ArterialpH level,Non ideal ArterialpH level
5538,-55,0.2972828339625656,-0.11835117031173592,Daignose for ArterialpH level,Non ideal heartRate
5539,-50,0.2972233773957731,-1.612847306552525,Daignose for ArterialpH level,Non ideal ArterialpH level
5540,-145,0.29716393272029396,-0.2644169665566274,Daignose for heartRate,Non ideal Maintain heartRate
5541,-200,0.2971044999337499,-1.1854896574186726,Daignose for heartRate,Non ideal ArterialpH level
5542,3,0.29704507903376315,-0.30285238177245066,Daignose for heartRate,Non ideal ArterialpH level
5543,-87,0.2969856700179564,-0.5226510321061788,Daignose for ArterialpH level,Non ideal ArterialpH level
5544,-200,0.2969262728839528,-1.0123193762368858,Daignose for ArterialpH level,Non ideal ArterialpH level
5545,-434,0.296866887629376,-0.6882773727771081, , 
5546,-18,0.29680751425185015,-0.7107958419154761,Daignose for ArterialpH level,Non ideal ArterialpH level
5547,-383,0.2967481527489998,-0.9762742830705751,Daignose for ArterialpH level,Non ideal ArterialpH level
5548,-373,0.29668880311845,-1.956882531715236,Daignose for ArterialpH level,Non ideal ArterialpH level
5549,4,0.2966294653578263,-2.9983867049568147, , 
5550,-17,0.29657013946475475,-0.11835117031173592,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5551,-32,0.2965108254368618,1.3482840258044597, , 
5552,-49,0.29645152327177443,-0.7707540437329614, ,Non ideal ArterialpH level
5553,25,0.2963922329671201,-2.105502187380636,Daignose for SpO2 and FiO2,Non ideal heartRate
5554,20,0.29633295452052666,-2.759463514305134,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5555,-312,0.29627368792962255,-1.8080789049198227,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5556,-434,0.2962144331920366,-1.3353012818886363, , 
5557,-128,0.2961551903053982,-0.7194486563708375,Daignose for heartRate,Non ideal Maintain heartRate
5558,18,0.29609595926733717,-0.07364639048390931, ,Non ideal ArterialpH level
5559,-93,0.2960367400754837,-0.2734995363618884,Daignose for heartRate,Non ideal Maintain heartRate
5560,-151,0.29597753272746863,-1.2061874977816114, , 
5561,-2,0.29591833722092314,-0.6883069896808918,Daignose for SpO2 and FiO2, 
5562,-126,0.29585915355347897,-1.1315922759112533, ,Non ideal ArterialpH level
5563,-455,0.2957999817227683,-0.7699547314301816, , 
5564,-311,0.29574082172642374,-0.29892451833775446,Daignose for heartRate,Non ideal Maintain heartRate
5565,5,0.2956816735620785,-0.10756154352574399,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5566,-128,0.2956225372273661,-0.3856757427699915,Daignose for heartRate, 
5567,-54,0.29556341271992065,-0.05623910771267138,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5568,24,0.29550430003737665,2.080666404396171,Daignose for ArterialpH level,Non ideal ArterialpH level
5569,-44,0.29544519917736917,-0.06372940816150585,Daignose for heartRate,Non ideal Maintain heartRate
5570,7,0.2953861101375337,-0.24045206740455782, , 
5571,-200,0.29532703291550616,-1.9493850229333927,Daignose for heartRate,Non ideal Maintain heartRate
5572,-139,0.2952679675089231,-0.011838615708896327,Daignose for heartRate,Non ideal SpO2 and FiO2
5573,-69,0.2952089139154213,-0.9575635968630527,Daignose for ArterialpH level,Non ideal ArterialpH level
5574,-200,0.2951498721326382,13.413212443853382, , 
5575,-59,0.2950908421582117,-2.7057237786537573,Daignose for ArterialpH level,Non ideal ArterialpH level
5576,20,0.29503182398978006,1.0031877969664922,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5577,-310,0.2949728176249821,-2.6614665071810704, , 
5578,-19,0.29491382306145714,-0.5419406884445532,Daignose for ArterialpH level,Non ideal ArterialpH level
5579,-406,0.29485484029684483,-2.036418652944598, ,Non ideal heartRate
5580,-29,0.2947958693287855,-0.24309030449091917,Daignose for heartRate,Non ideal Maintain heartRate
5581,16,0.29473691015491976,-2.7057237786537573,Daignose for heartRate,Non ideal ArterialpH level
5582,-418,0.29467796277288877,-1.9613138932030645,Daignose for heartRate,Non ideal heartRate
5583,-426,0.29461902718033417,-0.9546014980786834,Daignose for ArterialpH level,Non ideal ArterialpH level
5584,-129,0.29456010337489813,-0.8770620672609795,Daignose for heartRate,Non ideal heartRate
5585,-200,0.29450119135422315,-0.33077904919025114, , 
5586,-79,0.2944422911159523,-3.488432534359764, ,Non ideal heartRate
5587,-164,0.29438340265772917,-2.0402146077087298,Daignose for heartRate,Non ideal Maintain heartRate
5588,-200,0.2943245259771976,-2.441713009051242,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5589,-26,0.2942656610720022,-0.6460323892620643,Daignose for ArterialpH level,Non ideal ArterialpH level
5590,-469,0.2942068079397878,-0.6799729095041803, , 
5591,4,0.29414796657819986,-0.6583325148272685,Daignose for ArterialpH level,Non ideal ArterialpH level
5592,3,0.2940891369848842,-0.011838615708896327,Daignose for ArterialpH level,Non ideal ArterialpH level
5593,-94,0.29403031915748723,-0.25045924742757997,Daignose for heartRate,Non ideal heartRate
5594,23,0.2939715130936557,-0.5457354145771242, , 
5595,22,0.293912718791037,-1.115970672706308,Daignose for heartRate,Non ideal heartRate
5596,13,0.2938539362472788,-1.0377097779055875, , 
5597,-4,0.2937951654600293,-0.8632388557855606,Daignose for ArterialpH level,Non ideal ArterialpH level
5598,14,0.2937364064269373,-1.7019080195526866,Daignose for ArterialpH level,Non ideal ArterialpH level
5599,-200,0.29367765914565197,-1.4566863927150144,Daignose for heartRate,Non ideal Maintain heartRate
5600,-310,0.29361892361382286,-0.9822210839878895, , 
5601,-378,0.2935601998291001,-1.8802507569696902,Daignose for heartRate,Non ideal SpO2 and FiO2
5602,-127,0.29350148778913426,-0.5587217673752214, ,Non ideal SpO2 and FiO2
5603,-59,0.29344278749157643,2.2171491043774996,Daignose for heartRate,Non ideal SpO2 and FiO2
5604,24,0.29338409893407813,4.09278913086606, , 
5605,-54,0.2933254221142913,-0.5419406884445532,Daignose for heartRate,Non ideal Maintain heartRate
5606,24,0.29326675702986843,2.037769572517794, , 
5607,-28,0.29320810367846245,-1.1136435203110207,Daignose for heartRate,Non ideal Maintain heartRate
5608,-65,0.29314946205772674,2.037769572517794,Daignose for ArterialpH level,Non ideal ArterialpH level
5609,-36,0.2930908321653152,1.7692303636953408,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5610,7,0.29303221399888213,-0.17546816518147157,Daignose for heartRate,Non ideal Maintain heartRate
5611,-305,0.29297360755608237,-0.3388695561062672,Daignose for ArterialpH level,Non ideal ArterialpH level
5612,21,0.29291501283457116,-0.1403697152901957,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5613,-133,0.2928564298320043,-0.36833008802195,Daignose for heartRate,Non ideal Maintain heartRate
5614,-200,0.2927978585460379,-1.456607009723025,Daignose for heartRate,Non ideal SpO2 and FiO2
5615,-5,0.2927392989743287,-1.8636112878960462,Daignose for ArterialpH level,Non ideal ArterialpH level
5616,-200,0.29268075111453384,-2.3274380426775814,Daignose for ArterialpH level,Non ideal ArterialpH level
5617,-63,0.29262221496431096,-0.9600124327966642,Daignose for heartRate,Non ideal heartRate
5618,-78,0.2925636905213181,-0.24908443561676474,Daignose for heartRate,Non ideal Maintain heartRate
5619,-200,0.29250517778321383,-0.9120851749883522, , 
5620,-9,0.2924466767476572,-0.8107826555754016,Daignose for heartRate,Non ideal Maintain heartRate
5621,-200,0.29238818741230765,-2.078570006075717,Daignose for heartRate,Non ideal Maintain heartRate
5622,-34,0.2923297097748252,-0.24908443561676474,Daignose for ArterialpH level,Non ideal ArterialpH level
5623,-86,0.29227124383287023,-1.738136282312757,Daignose for heartRate, 
5624,-200,0.2922127895841037,-2.4004833880535417,Daignose for ArterialpH level,Non ideal heartRate
5625,-200,0.29215434702618687,-1.668847470966301,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5626,23,0.29209591615678165,0.47651602421681916,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5627,23,0.2920374969735503,-0.06199778189794625,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5628,-389,0.2919790894741556,-1.3353012818886363, , 
5629,14,0.2919206936562607,1.3004936860787097,Daignose for ArterialpH level,Non ideal ArterialpH level
5630,-68,0.29186230951752945,-0.7194486563708375,Daignose for ArterialpH level,Non ideal ArterialpH level
5631,-105,0.29180393705562596,-0.7707540437329614,Daignose for ArterialpH level,Non ideal ArterialpH level
5632,-331,0.29174557626821485,-0.26536504380836057,Daignose for SpO2 and FiO2,Non ideal ArterialpH level
5633,-339,0.2916872271529612,-0.3462102158797383,Daignose for ArterialpH level,Non ideal ArterialpH level
5634,19,0.2916288897075306,1.9654666416221602,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5635,-73,0.2915705639295891,-2.6308938709717196,Daignose for ArterialpH level,Non ideal ArterialpH level
5636,-200,0.2915122498168032,-0.29517668500283734,Daignose for SpO2 and FiO2,Non ideal heartRate
5637,25,0.2914539473668398,-0.6270900158361895,Daignose for ArterialpH level,Non ideal ArterialpH level
5638,-39,0.2913956565773665,1.6390040158774188,Daignose for SpO2 and FiO2, 
5639,-140,0.29133737744605104,-0.8581866599498991,Daignose for heartRate,Non ideal Maintain heartRate
5640,-26,0.29127910997056183,-1.2009397479631192, , 
5641,22,0.29122085414856774,1.6254934277812332,Daignose for heartRate,Non ideal SpO2 and FiO2
5642,-40,0.291162609977738,-2.2521008421968824,Daignose for heartRate,Non ideal Maintain heartRate
5643,-200,0.29110437745574247,-1.5680869550613656,Daignose for heartRate,Non ideal Maintain heartRate
5644,-40,0.29104615658025135,-2.364628281172404,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5645,-466,0.2909879473489353,-2.5500717522905654,Daignose for heartRate,Non ideal ArterialpH level
5646,-200,0.2909297497594655,-2.090699000422144,Daignose for heartRate,Non ideal Maintain heartRate
5647,-200,0.2908715638095136,-1.040298224988768,Daignose for ArterialpH level,Non ideal ArterialpH level
5648,-42,0.29081338949675173,-0.6170489888344584, , 
5649,18,0.2907552268188524,-0.3097163749336138, , 
5650,-4,0.29069707577348863,1.6254934277812332, , 
5651,-9,0.29063893635833393,1.1042970131527592,Daignose for ArterialpH level,Non ideal ArterialpH level
5652,-200,0.2905808085710623,-2.4510428652349834,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5653,8,0.2905226924093481,1.5669197909583903,Daignose for heartRate,Non ideal Maintain heartRate
5654,14,0.2904645878708662,-0.28717762890179,Daignose for SpO2 and FiO2,Non ideal heartRate
5655,21,0.290406494953292,-1.2443068614186688,Daignose for heartRate,Non ideal Maintain heartRate
5656,6,0.29034841365430136,1.3482840258044597, , 
5657,-200,0.2902903439715705,8.930345166271648,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5658,-200,0.29023228590277617,-1.4198328015895543,Daignose for heartRate,Non ideal Maintain heartRate
5659,-377,0.2901742394455956,-3.1627120180623995,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5660,-22,0.2901162045977065,-0.3510478097152854,Daignose for ArterialpH level,Non ideal SpO2 and FiO2
5661,-306,0.29005818135678696,-0.6048914186511372,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5662,-30,0.2900001697205156,-0.7707540437329614,Daignose for heartRate,Non ideal Maintain heartRate
5663,-50,0.28994216968657155,-0.6883069896808918,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5664,-361,0.28988418125263427,-0.02322037834534285, ,Non ideal ArterialpH level
5665,2,0.28982620441638374,2.1836025145065086,Daignose for ArterialpH level,Non ideal ArterialpH level
5666,16,0.2897682391755005,-0.24935190181473565,Daignose for ArterialpH level,Non ideal ArterialpH level
5667,-333,0.28971028552766537,-0.4628274875885241,Daignose for ArterialpH level,Non ideal ArterialpH level
5668,-90,0.28965234347055985,2.1836025145065086,Daignose for heartRate,Non ideal Maintain heartRate
5669,-434,0.2895944130018657,-1.3644763585685409,Daignose for ArterialpH level,Non ideal ArterialpH level
5670,-14,0.28953649411926535,-0.6270900158361895,Daignose for SpO2 and FiO2,Non ideal heartRate
5671,-343,0.28947858682044153,-1.2203826574218861, ,Non ideal SpO2 and FiO2
5672,-131,0.28942069110307744,-0.14788196940342413,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5673,-13,0.28936280696485683,-0.5587217673752214,Daignose for heartRate,Non ideal Maintain heartRate
5674,12,0.2893049344034639,-0.7194486563708375,Daignose for heartRate,Non ideal Maintain heartRate
5675,20,0.2892470734165832,-0.029988377408783684,Daignose for heartRate,Non ideal Maintain heartRate
5676,9,0.2891892240018999,-0.5089904775687168, , 
5677,-47,0.2891313861570995,-0.6883069896808918, , 
5678,22,0.2890735598798681,-0.9123735541112108,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5679,16,0.28901574516789214,1.0031877969664922,Daignose for heartRate,Non ideal Maintain heartRate
5680,25,0.28895794201885855,-0.5161626098976013,Daignose for ArterialpH level, 
5681,-200,0.2889001504304548,-1.9306075809859051,Daignose for ArterialpH level, 
5682,20,0.2888423704003687,-0.29597672959950483,Daignose for heartRate,Non ideal heartRate
5683,23,0.28878460192628863,-3.488432534359764, , 
5684,-25,0.2887268450059034,-1.6170609405273089,Daignose for heartRate,Non ideal Maintain heartRate
5685,22,0.28866909963690224,-1.1665290997349804,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5686,8,0.2886113658169749,0.11671292643990938,Daignose for SpO2 and FiO2,Non ideal heartRate
5687,-200,0.2885536435438115,-1.0918485618415155,Daignose for heartRate,Non ideal SpO2 and FiO2
5688,5,0.2884959328151028,-0.18735120231758629,Daignose for heartRate,Non ideal Maintain heartRate
5689,-64,0.28843823362853976,-0.722018180119286,Daignose for SpO2 and FiO2, 
5690,-200,0.28838054598181406,-0.12036090674794231,Daignose for ArterialpH level, 
5691,5,0.2883228698726177,0.11671292643990938, , 
5692,-127,0.2882652052986432,-0.5228749380388313,Daignose for ArterialpH level, 
5693,-87,0.2882075522575835,2.120287357539758,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5694,-200,0.288149910747132,-1.035160613326819,Daignose for heartRate,Non ideal Maintain heartRate
5695,-7,0.28809228076498256,-0.06873021181984651,Daignose for heartRate,Non ideal Maintain heartRate
5696,-200,0.28803466230882957,-2.7531349302378847, , 
5697,-35,0.2879770553763678,-1.0375351095445868,Daignose for SpO2 and FiO2, 
5698,17,0.28791945996529256,0.47651602421681916,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5699,25,0.2878618760732995,-1.8033864978591794, , 
5700,-364,0.28780430369808485,-2.15194167008102,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5701,-12,0.28774674283734525,-2.2849178823893723, , 
5702,-200,0.2876891934887778,-2.1852015137659087, , 
5703,-378,0.28763165565008003,-1.554187964560529,Daignose for ArterialpH level,Non ideal ArterialpH level
5704,13,0.28757412931895004,-0.24908443561676474,Daignose for ArterialpH level, 
5705,-200,0.28751661449308624,-3.148778751840533,Daignose for heartRate,Non ideal Maintain heartRate
5706,-111,0.28745911117018763,-1.7979050606044296,Daignose for heartRate,Non ideal ArterialpH level
5707,-128,0.2874016193479536,-0.5060894182185658, ,Non ideal ArterialpH level
5708,-7,0.287344139024084,-0.05623910771267138,Daignose for SpO2 and FiO2,Non ideal ArterialpH level
5709,-307,0.2872866701962792,-0.14926060524176954, , 
5710,-23,0.28722921286223996,-0.33674836340427117,Daignose for SpO2 and FiO2,Non ideal SpO2 and FiO2
5711,19,0.2871717670196675,-0.28846061604024875,Daignose for ArterialpH level,Non ideal ArterialpH level
5712,13,0.28711433266626357,-0.5587217673752214,Daignose for heartRate,Non ideal ArterialpH level
5713,-200,0.2870569097997303,-0.7895544566637654,Daignose for heartRate,Non ideal Maintain heartRate
5714,-339,0.2869994984177704,-0.9358902010834247,Daignose for heartRate,Non ideal Maintain heartRate
5715,-68,0.28694209851808683,-0.43013178770776594,Daignose for heartRate,Non ideal Maintain heartRate
5716,-21,0.28688471009838323,2.356548807630653,Daignose for heartRate, 
5717,-83,0.28682733315636355,-0.28846061604024875, , 
5718,23,0.2867699676897323,-0.17552225021391532,Daignose for SpO2 and FiO2,Non ideal heartRate
5719,-17,0.28671261369619433,-0.28060111082477945,Daignose for ArterialpH level,Non ideal ArterialpH level
